单词,视觉,明亮度,黑暗度,颜色,图案,大,小,快,慢,复杂度,脸,身体,触摸,热,冷,轻,重,疼痛,响亮,声音,音乐,味觉,嗅觉,头,上肢,下肢,实践,地标,路径,场景,近距离,朝向,远离,数字,持续时间,长,短,造成,后果性,人类,沟通,自我,认知,益处,快乐,悲伤,生气,厌恶,害怕,惊讶,驱动力,需要,注意力,唤醒
车站,6.733333333,3.066666667,2.566666667,3.233333333,2.766666667,5.1,1.733333333,1.6,6.6,5.433333333,1.5,1.4,2,1.633333333,2.466666667,1.166666667,5.866666667,1.3,4.566666667,4.033333333,2.633333333,1.833333333,2.066666667,1.4,1.633333333,2.8,3.6,6.133333333,1.566666667,4.9,2.733333333,1.7,2.233333333,1.7,1.833333333,4.866666667,2.433333333,3.833333333,2.8,4.2,2.5,1.333333333,1.366666667,3.866666667,2.133333333,1.9,1.666666667,1.6,1.333333333,1.4,1.7,3.266666667,2.3,1.633333333
撤销,4.333333333,1.566666667,2.2,1.533333333,1.866666667,2.233333333,3.133333333,2.266666667,2.366666667,0,1.2,2.1,1.233333333,1.2,1.633333333,1.633333333,1.466666667,1.4,1.4,1.5,1.033333333,1,1.033333333,1.466666667,1.533333333,1.166666667,2.2,1.833333333,1.866666667,1.733333333,2.4,1.466666667,1.866666667,1.133333333,1.5,1.566666667,6,4.8,4.5,5.466666667,2.766666667,2.2,2.433333333,2.233333333,1.533333333,2.433333333,2.333333333,1.9,1.466666667,2.166666667,3.166666667,1.466666667,2.266666667,1.833333333
沉默,2.933333333,1.566666667,3.033333333,2.566666667,1.6,1.733333333,2.666666667,1.433333333,4.266666667,0,2.266666667,2.066666667,1.166666667,1.233333333,1.9,1.5,1.5,1.766666667,1.066666667,2.766666667,1.766666667,1.066666667,1,3.866666667,1.066666667,1.3,0,1,1,1.366666667,1.166666667,1.333333333,1.433333333,1.233333333,1.466666667,2.033333333,3.4,0,3.1,3.966666667,4.933333333,3.9,3.566666667,2.266666667,1.866666667,3.733333333,3.166666667,2.133333333,2.733333333,1.8,1.666666667,2.033333333,2.066666667,1.6
称赞,5,2.466666667,1.633333333,2.033333333,1.9,2.466666667,3.133333333,1.933333333,2.4,0,4.233333333,3,1.766666667,1.866666667,1.4,1.633333333,1.7,1.066666667,3.1,3.833333333,1.766666667,1.233333333,1.433333333,4.1,1.633333333,1.133333333,3.833333333,2.066666667,1.4,1.8,3.066666667,1.966666667,1.5,1.1,1.433333333,1.633333333,5.733333333,4.033333333,4.133333333,5.633333333,5.733333333,5.766666667,4.066666667,5.2,6.2,1.166666667,1.233333333,1.1,1.1,2.033333333,3.233333333,3.9,3.8,3.833333333
成员,4.9,2.566666667,2.133333333,2,1.633333333,3.033333333,2.866666667,2.366666667,3.833333333,3.666666667,6.4,6.5,1.766666667,3.466666667,1.533333333,1.966666667,3.333333333,1.2,2.3,2.366666667,2.4,1.266666667,1.266666667,1.666666667,1.5,1.9,2.766666667,1.466666667,1.633333333,1.9,2.533333333,2.1,1.8,1.633333333,1.3,2.666666667,2.733333333,3.633333333,2.966666667,4.333333333,2.833333333,3.166666667,2.433333333,2.633333333,2.2,1.366666667,1.633333333,1.4,1.266666667,1.433333333,1.866666667,2.166666667,2,1.666666667
承认,4.2,1.8,1.966666667,1.766666667,1.666666667,2.4,3.4,1.866666667,2.666666667,0,2.833333333,2.2,1.433333333,1.466666667,1.333333333,1.866666667,1.566666667,1.333333333,2.466666667,2.533333333,1.133333333,1.1,1.033333333,3.4,1.2,1.033333333,3.433333333,2,1.4,1.6,2.833333333,1.6,1.466666667,1.166666667,1.233333333,1.433333333,5.6,3.533333333,4.266666667,5.733333333,5.1,4.4,4.433333333,3.366666667,2.5,1.6,1.566666667,1.7,1.5,2.033333333,4.566666667,2.966666667,2.633333333,2.166666667
城市,6.133333333,3.7,2.066666667,2.733333333,2.7,5.533333333,1.5,1.466666667,5.833333333,6.066666667,1.866666667,1.733333333,1.3,1.633333333,1.933333333,1.133333333,5.4,1.2,4,3.066666667,2.333333333,1.533333333,1.466666667,1.2,1.333333333,1.633333333,3.5,5.933333333,1.333333333,4.066666667,3.733333333,1.566666667,1.433333333,1.433333333,1.166666667,5.5,1.833333333,3.833333333,2.7,4.266666667,2.833333333,2.3,1.766666667,3.266666667,2.733333333,1.533333333,1.5,1.366666667,1.133333333,1.433333333,1.966666667,3.833333333,2.766666667,2.033333333
吃,6.266666667,1.766666667,1.8,2.166666667,3.266666667,2.166666667,4.7,2.866666667,3.2,0,5.633333333,5.066666667,3.233333333,3.033333333,1.433333333,3.333333333,1.666666667,1.2,2.533333333,3.733333333,1.566666667,6.1,5.333333333,6.566666667,3.4,1.033333333,6.666666667,2.333333333,1.766666667,2.966666667,6.633333333,6.366666667,1.133333333,1.366666667,3.366666667,1.866666667,5.5,4.5,3.2,3.366666667,1.733333333,5.733333333,1.6,3.4,4.766666667,1.2,1.3,1.4,1.1,1.333333333,3.133333333,6.4,2.5,2.666666667
吃苦,3.266666667,1.4,2.8,1.7,1.8,2.166666667,3.033333333,1.566666667,3.233333333,0,2.1,2,1.566666667,1.633333333,2.266666667,1.633333333,1.733333333,3.5,1.5,1.3,1,1.8,1.533333333,1.7,1.4,1.5,3.1,2,1.6,1.533333333,2.633333333,1.833333333,1.4,1,1.466666667,3.233333333,3.166666667,4.1,4.066666667,5.2,2.066666667,4.666666667,2.533333333,3.266666667,1.566666667,4.5,2.633333333,2.433333333,2.5,1.733333333,5.2,2.333333333,2.4,2.7
抽,5.4,1.633333333,2.5,2.1,3,2.333333333,3.666666667,4.066666667,2.8,0,2.466666667,4.733333333,3.933333333,2.033333333,1.7,3.433333333,2.266666667,3.733333333,2.633333333,3,1.566666667,1.366666667,1.5,2.033333333,5.2,1.433333333,3.366666667,1.833333333,2.1,1.866666667,4.9,3.6,2.1,1.4,1.666666667,1.466666667,6.333333333,4.4,3.5,3.333333333,1.7,1.766666667,1.366666667,1.533333333,1.3,1.9,1.866666667,1.833333333,1.9,1.433333333,2.233333333,1.7,2.766666667,1.9
抽签,5.733333333,1.7,2.066666667,1.733333333,1.9,2.166666667,4.6,2.6,2.733333333,0,1.333333333,3.633333333,3.233333333,1.366666667,1.533333333,4.366666667,1.466666667,1.233333333,1.766666667,2.166666667,1.1,1.1,1.033333333,1.233333333,4.533333333,1.2,2.833333333,2.166666667,1.666666667,2.766666667,5.066666667,3.333333333,1.633333333,2,2.633333333,1.466666667,5.933333333,3.666666667,4.1,5.366666667,3.466666667,2.333333333,2.266666667,2.433333333,2.1,1.3,1.4,1.4,1.466666667,2.3,2.066666667,1.833333333,2.966666667,2.3
筹集,4.5,1.733333333,1.966666667,1.633333333,1.833333333,3.066666667,2.666666667,1.733333333,3.466666667,0,1.7,2.3,1.7,1.633333333,1.433333333,2.133333333,1.933333333,1.2,1.9,1.533333333,1.033333333,1.066666667,1.133333333,1.633333333,2.166666667,1.666666667,2.233333333,2.266666667,2.066666667,2.133333333,3.033333333,3.266666667,1.466666667,1.566666667,1.7,3.433333333,3.533333333,3.9,4.3,5.833333333,3.466666667,2.633333333,2.8,3.9,2.733333333,1.5,1.333333333,1.366666667,1.366666667,1.5,4.6,1.633333333,2.733333333,2.066666667
出版,4.833333333,1.9,1.866666667,1.633333333,2.1,2.433333333,3.366666667,1.666666667,3.6,0,1.1,1.766666667,1.433333333,1.366666667,1.3,2.433333333,2,1.166666667,1.6,1.366666667,1.033333333,1.033333333,1.1,1.133333333,1.866666667,1.133333333,1.666666667,2.4,1.766666667,4.033333333,2.8,1.633333333,2.466666667,1.166666667,2.5,3.066666667,3.6,4.133333333,4.1,5.866666667,4.2,2.8,2.933333333,3.4,3.266666667,1.2,1.233333333,1.266666667,1.2,1.433333333,3.233333333,1.833333333,2.366666667,2
出席,5.9,2.4,1.766666667,1.8,1.733333333,3.466666667,2.666666667,1.966666667,3.233333333,0,1.766666667,3.2,1.733333333,1.466666667,1.366666667,1.633333333,1.866666667,1.166666667,2.033333333,1.766666667,1.3,1.433333333,1.533333333,1.7,1.6,3.3,2.9,3.5,4.1,3.166666667,3.666666667,3,1.966666667,1.6,2.2,2.1,5.333333333,3.166666667,3.333333333,5.433333333,3.766666667,3.2,2.4,2.966666667,2.933333333,1.333333333,1.233333333,1.333333333,1.266666667,1.733333333,2.933333333,2.466666667,3.1,2.266666667
出现,5.366666667,2.333333333,1.8,2.2,2.633333333,2.366666667,3.166666667,2.8,2.866666667,0,1.433333333,2.333333333,1.3,1.266666667,1.433333333,1.966666667,1.733333333,1.2,1.666666667,1.433333333,1.1,1.133333333,1.4,1.2,1.3,1.933333333,3.233333333,2.2,3.033333333,1.5,3.033333333,2.333333333,1.6,1.1,1.433333333,1.433333333,5.966666667,4.033333333,3.433333333,2.866666667,2.466666667,3.266666667,1.733333333,2.466666667,2.4,1.4,1.5,1.4,1.233333333,2.366666667,1.666666667,2.966666667,3.4,2.266666667
出租,4.8,1.566666667,2.166666667,1.833333333,1.9,3.133333333,2.8,1.833333333,2.766666667,0,1.233333333,1.866666667,1.566666667,1.3,1.5,1.8,2.5,1.166666667,1.9,1.733333333,1.066666667,1,1.133333333,1.4,1.6,1.466666667,2.2,2.6,2.1,2.266666667,2.566666667,2.133333333,3.8,1.266666667,3.3,3.4,3.966666667,4.033333333,3.633333333,5.666666667,2.933333333,2.366666667,2.466666667,3,2.466666667,1.333333333,1.366666667,1.466666667,1.066666667,1.2,2.766666667,2.1,2,1.633333333
处方,5.133333333,2.5,2.233333333,2.833333333,2.333333333,1.666666667,4.333333333,1.233333333,5.966666667,2.633333333,1.233333333,1.266666667,1.533333333,1.266666667,1.933333333,4.033333333,1.3,1.6,1.4,1.1,1.033333333,1.3,1.333333333,1.733333333,2.266666667,1.166666667,2.866666667,1.366666667,1.2,3.233333333,2.4,2.266666667,1.7,1.3,1.5,2.2,3.4,5.2,4.433333333,4.466666667,3.533333333,1.4,3.2,4.533333333,2.366666667,1.9,1.366666667,1.366666667,1.633333333,1.866666667,3.3,2.566666667,2.5,1.833333333
触角,6.033333333,2.4,2.8,3.466666667,3.2,1.5,6.2,1.433333333,5.333333333,2.2,1.066666667,1.466666667,3.766666667,1.8,2.066666667,5.1,1.333333333,2,1.5,1.366666667,1.033333333,1.233333333,1.2,1.133333333,1.166666667,1.066666667,1.666666667,1.333333333,1.333333333,2.3,1.8,1.7,1.633333333,3.166666667,1.2,2.1,3.466666667,2.066666667,2.7,1.866666667,1.866666667,1.3,1.4,1.6,1.533333333,1.566666667,1.633333333,2.266666667,2.233333333,2,1.333333333,1.233333333,2.766666667,2
粗暴,3.833333333,1.6,3.333333333,1.9,1.9,2.433333333,2.333333333,2.366666667,1.966666667,0,2,2.133333333,1.8,1.833333333,1.766666667,1.4,1.833333333,3.433333333,3.433333333,3.7,1.9,1.033333333,1.033333333,2.4,2.8,2.233333333,0,1.033333333,1.033333333,1.1,1,1.266666667,1.3,1.066666667,1.166666667,1.333333333,4.5,0,5.8,4.066666667,4,3.1,3.533333333,1.166666667,1.3,3.3,5.933333333,5.7,5.1,3.566666667,2.9,1.2,4.466666667,5.233333333
催促,4.833333333,1.533333333,2.5,1.933333333,1.766666667,2.166666667,2.966666667,2.833333333,2.2,0,3.4,2.666666667,1.8,1.9,1.5,1.9,1.766666667,1.6,3.533333333,3.666666667,1.233333333,1.1,1.033333333,3.633333333,1.433333333,1.433333333,3.4,2.033333333,1.733333333,1.633333333,3.2,2.266666667,1.633333333,1.2,1.766666667,1.566666667,5.766666667,4.466666667,4.6,5.4,5.633333333,3,3.166666667,2.266666667,1.466666667,2.1,3.966666667,3.566666667,1.766666667,2.1,3.933333333,1.933333333,3.933333333,3.4
存在,3.9,1.966666667,1.966666667,1.633333333,1.633333333,2.633333333,2.933333333,1.5,3.533333333,0,1.433333333,1.433333333,1.266666667,1.233333333,1.333333333,2.033333333,1.533333333,1.266666667,1.233333333,1.166666667,1,1,1.266666667,1.2,1.066666667,1.2,3.133333333,1.4,1.366666667,1.466666667,2.4,1.533333333,1.333333333,1.133333333,1.466666667,3.8,2.033333333,2.266666667,2.666666667,2.8,1.8,3.166666667,1.7,2.533333333,2.6,1.3,1.2,1.233333333,1.033333333,1.666666667,1.733333333,4.166666667,1.9,1.5
错误,3.133333333,2.166666667,3.133333333,1.9,1.433333333,1.633333333,3.9,1.233333333,4.4,2.033333333,1.166666667,1.233333333,1.033333333,1.166666667,1.266666667,1.5,1.4,1.933333333,1.3,1.133333333,1.033333333,1.033333333,1,1.5,1.333333333,1.133333333,2.866666667,1.033333333,1.1,1.366666667,2.5,1.466666667,1.666666667,1.3,1.2,2.2,3.733333333,5.033333333,5.7,3.666666667,2.5,2.366666667,3.1,1.933333333,1.166666667,4.5,5,4,3.566666667,3.266666667,3.466666667,1.733333333,4.033333333,3.466666667
打扮,6.166666667,2.7,1.733333333,4,4.666666667,2.5,3.533333333,2.066666667,3.5,0,3.6,4.533333333,4.133333333,1.9,1.6,3,1.733333333,1.233333333,1.733333333,1.466666667,1.233333333,1.033333333,2.733333333,2.233333333,4.8,1.466666667,4.766666667,2.4,1.7,3.033333333,5.366666667,4.066666667,1.433333333,1.066666667,3.166666667,2.133333333,4.366666667,4.866666667,3.766666667,5.333333333,3,4.8,3.166666667,4.133333333,4.266666667,1.266666667,1.233333333,1.333333333,1.166666667,1.733333333,3.6,3.566666667,3.9,2.833333333
打击,4.8,1.533333333,2.966666667,2.066666667,2.633333333,3,2.9,2.933333333,2.1,0,2.066666667,3.1,2.266666667,2.233333333,1.9,1.566666667,2.6,3.433333333,3.233333333,2.666666667,1.733333333,1,1.1,1.5,2.866666667,1.833333333,2.533333333,2.1,2.033333333,2.066666667,3.166666667,2.166666667,1.866666667,1.2,1.366666667,2,5.3,4.866666667,5.2,5.066666667,2.933333333,1.9,2.566666667,1.833333333,1.5,3.866666667,3.466666667,3.533333333,3.133333333,2.666666667,3.366666667,1.4,3.966666667,3.8
打雷,5.566666667,4.933333333,2.733333333,3.766666667,3.266666667,4.6,1.966666667,4.866666667,1.533333333,0,1.333333333,1.666666667,1.066666667,2.833333333,2.166666667,1.733333333,1.966666667,2.1,6.166666667,6.733333333,2.5,1.033333333,1.6,1.166666667,1.066666667,1.033333333,1.833333333,1.533333333,1.666666667,3.466666667,1.666666667,1.666666667,1.8,1.166666667,2.9,1.333333333,6.6,3.433333333,3.933333333,1.533333333,1.6,1.266666667,1.233333333,1.4,1.533333333,2.3,1.866666667,2.333333333,3.766666667,4.133333333,1.333333333,1.466666667,5.866666667,4.266666667
打球,6.666666667,2.166666667,1.933333333,2.2,2.166666667,2.4,4.066666667,4.1,2.266666667,0,2.466666667,6.333333333,4.5,2.966666667,1.4,3.766666667,1.933333333,2.066666667,3.9,4.2,1.9,1.066666667,1.766666667,1.366666667,5.933333333,5.666666667,4.3,3.6,4.133333333,5.266666667,5.366666667,4.5,3.466666667,3.6,3.566666667,2.2,4.333333333,3.7,2.666666667,4.9,2.733333333,4.4,2.133333333,2.9,4.266666667,1.3,1.366666667,1.233333333,1.233333333,1.433333333,3.4,2.466666667,3.2,2.833333333
逮捕,5.866666667,1.5,3.366666667,1.866666667,2.133333333,3.033333333,2.566666667,3.5,2.6,0,2.133333333,4.9,3.133333333,1.7,2.166666667,1.766666667,2.6,3.5,3.566666667,3.6,1.2,1.066666667,1.233333333,1.566666667,3.6,3.7,1.633333333,3.933333333,4.366666667,3.233333333,4.666666667,4.1,1.8,1.766666667,1.8,2.066666667,5.133333333,5.566666667,5.966666667,6.1,3.166666667,1.5,2.666666667,2.166666667,1.333333333,3.666666667,2.766666667,2.466666667,3.733333333,3.7,3.9,1.466666667,4.466666667,4.233333333
担心,3.4,1.433333333,2.7,1.9,1.833333333,2.366666667,2.966666667,1.7,2.9,0,3.3,2.166666667,1.366666667,1.466666667,1.833333333,1.7,1.566666667,2,1.766666667,1.666666667,1.133333333,1.066666667,1.1,1.866666667,1.1,1.233333333,2.933333333,2.166666667,1.233333333,1.466666667,2.7,1.733333333,1.366666667,1,1.333333333,2.366666667,4.566666667,3.233333333,3.7,4.8,2.8,4.1,5.3,2.3,1.366666667,4.133333333,2.266666667,1.833333333,3.6,2.033333333,3.066666667,2.8,3.433333333,4.566666667
弹药,6.166666667,3.033333333,3.966666667,4.266666667,3.633333333,1.933333333,4.933333333,3.466666667,3.3,3.266666667,1.066666667,1.066666667,4.066666667,3.066666667,3.133333333,3.466666667,2.666666667,4.8,4.833333333,4.333333333,1.666666667,3.266666667,4.233333333,1.333333333,2.7,1.233333333,1.866666667,1.5,2.566666667,4.733333333,1.566666667,1.866666667,4.066666667,1.366666667,1.533333333,2.3,3.9,4.1,4.566666667,4.166666667,1.866666667,1.166666667,1.333333333,2.333333333,1.5,2.9,2,2.233333333,3.833333333,2.833333333,1.6,1.733333333,3.833333333,3.1
刀具,6.566666667,4.766666667,1.933333333,4.7,3.4,1.833333333,4.933333333,1.766666667,5.633333333,2.966666667,1.233333333,1.166666667,6.033333333,1.2,4.3,4.3,2.2,4.666666667,2.433333333,2.966666667,2.1,1.566666667,1.733333333,1.3,5.166666667,1.066666667,5.2,1.3,1.566666667,3.9,3.6,3.1,2.766666667,1.566666667,1.2,3.3,3.1,3.6,3.9,3.5,1.4,1.266666667,1.4,3.166666667,1.666666667,2.333333333,1.833333333,1.933333333,4.033333333,2.7,1.633333333,3.833333333,3.633333333,2.433333333
导致,3.266666667,1.433333333,2.266666667,1.9,1.8,2.533333333,2.733333333,1.9,3.2,0,1.4,1.633333333,1.533333333,1.466666667,1.633333333,1.7,1.6,1.633333333,1.433333333,1.133333333,1,1,1.066666667,1.1,1.2,1.1,2.166666667,1.666666667,1.333333333,1.466666667,2.233333333,1.633333333,1.433333333,1.033333333,1.2,2.033333333,4.8,5.033333333,4.8,3.9,2.5,2.5,2.133333333,2.066666667,1.766666667,2.2,2.233333333,2.033333333,1.733333333,2.133333333,2.7,2.166666667,2.6,2.333333333
岛屿,6.133333333,3.3,2.8,3.966666667,2.933333333,5.933333333,1.466666667,1.433333333,6.533333333,5.1,1.4,1.166666667,1.8,1.533333333,2.8,1.1,6.566666667,1.333333333,1.966666667,1.833333333,1.6,1.733333333,1.633333333,1.133333333,1.166666667,1.666666667,2.1,6.133333333,1.233333333,4.266666667,1.966666667,1.366666667,1.533333333,1.533333333,1.133333333,5.833333333,1.533333333,2.066666667,2.266666667,1.633333333,1.533333333,1.2,1.1,2.1,2.5,1.466666667,1.233333333,1.333333333,1.333333333,1.533333333,1.3,1.466666667,2.466666667,1.766666667
到期,3.5,1.566666667,2.366666667,1.833333333,1.733333333,2.366666667,3.266666667,1.5,2.866666667,0,1.2,1.366666667,1.133333333,1.266666667,1.4,2.033333333,1.233333333,1.333333333,1.3,1.333333333,1.033333333,1.033333333,1.2,1.166666667,1,1.066666667,2.066666667,1.2,1.4,1.233333333,2.133333333,1.333333333,1.933333333,1.366666667,3.2,2.533333333,4.833333333,4.066666667,4.6,3.766666667,2.066666667,2,1.466666667,1.666666667,1.6,2.5,2.066666667,1.933333333,1.633333333,1.8,1.233333333,1.566666667,2.8,1.833333333
倒立,6,1.566666667,2.366666667,1.633333333,2.566666667,2.3,3.033333333,1.9,3.1,0,2.533333333,5.533333333,2.466666667,1.6,1.466666667,2.166666667,2.166666667,2.133333333,1.433333333,1.333333333,1,1.033333333,1,1.533333333,3.5,4.6,2.6,2.133333333,1.833333333,1.833333333,3.933333333,2.1,1.266666667,1.733333333,1.8,1.7,5.766666667,3.666666667,2.533333333,3.3,1.266666667,1.8,1.366666667,1.533333333,1.566666667,1.433333333,1.466666667,1.6,1.6,1.9,2.666666667,1.166666667,3.9,1.7
倒塌,5.9,1.666666667,4.533333333,2.8,4.766666667,5,2,4.666666667,2.133333333,0,1.133333333,2,1.866666667,1.766666667,2.4,1.5,5.466666667,3.9,4.833333333,4.166666667,1.566666667,1.066666667,1.933333333,1.233333333,1.133333333,1.633333333,1.466666667,1.866666667,2.733333333,2.866666667,2.733333333,2.066666667,2.066666667,1.4,1.866666667,1.433333333,6.233333333,6.233333333,5.4,2.433333333,1.533333333,1.166666667,1.133333333,1.3,1.166666667,4.466666667,3.133333333,3.533333333,4.7,3.966666667,1.7,1.1,5.166666667,3.566666667
道德,2.733333333,2.8,1.833333333,1.833333333,1.566666667,2.133333333,2.766666667,1.266666667,4.533333333,2.033333333,1.433333333,1.5,1.066666667,1.433333333,1.166666667,1.4,1.466666667,1.2,1.133333333,1.033333333,1,1.033333333,1,1.533333333,1.266666667,1.166666667,3.5,1.066666667,1.133333333,1.333333333,3,1.7,1.366666667,1.133333333,1.2,4.533333333,1.666666667,3.9,4.366666667,5.466666667,3.333333333,4.666666667,5.8,5.233333333,3.733333333,1.5,1.466666667,1.133333333,1.266666667,1.833333333,5.466666667,5.4,2.766666667,2.6
道路,6.7,2.833333333,2.833333333,4.233333333,3.466666667,4.233333333,2.066666667,1.333333333,6.333333333,3.166666667,1.366666667,1.2,2.166666667,1.366666667,2.733333333,1.2,3.466666667,1.3,2.633333333,2.133333333,1.666666667,1.366666667,1.566666667,1.133333333,1.233333333,3.9,4.833333333,5.1,2.533333333,3.466666667,3.766666667,1.666666667,1.7,1.666666667,1.333333333,5,2.2,3.766666667,3.1,3.5,2.3,1.5,1.766666667,3.8,2.3,1.466666667,1.4,1.333333333,1.3,1.4,1.866666667,4.166666667,1.733333333,1.266666667
道歉,5.166666667,1.733333333,2.466666667,1.966666667,1.933333333,2.233333333,3.233333333,2.033333333,3.166666667,0,3.866666667,3,1.5,1.5,1.733333333,1.966666667,1.633333333,1.733333333,2.933333333,3.766666667,1.3,1,1.033333333,4.566666667,1.6,1.2,3.266666667,2.2,1.5,1.7,3.033333333,1.8,1.766666667,1.3,1.666666667,1.566666667,5.566666667,3.966666667,4.7,6.133333333,5.8,4.4,4.233333333,4.366666667,2.233333333,3.666666667,1.9,2.033333333,1.566666667,1.966666667,4.8,3.266666667,4,3.1
得意,3.7,2.533333333,2.166666667,2.066666667,1.9,2.433333333,2.466666667,1.9,2.033333333,0,3.566666667,2.2,1.166666667,1.533333333,1.333333333,1.766666667,1.5,1.1,2.066666667,3.333333333,2.1,1.033333333,1.133333333,5.1,1.533333333,1.733333333,0,1.033333333,1,1.033333333,1.2,1.233333333,1.066666667,1.066666667,1.133333333,1.266666667,4.6,0,4.033333333,4.933333333,3.9,3.166666667,5.1,2.033333333,5.3,1.333333333,2.5,3.333333333,1.266666667,1.866666667,2.866666667,1.733333333,3.533333333,3.966666667
地面,6.7,2.566666667,3.6,4.433333333,3.066666667,4.966666667,1.633333333,1.1,6.866666667,2.766666667,1.266666667,1.166666667,2.866666667,1.7,3.1,1.2,3.933333333,1.433333333,1.7,1.5,1.166666667,1.433333333,1.4,1.066666667,1.2,2.8,4.5,3.533333333,1.366666667,2.833333333,5.233333333,1.533333333,1.533333333,1.566666667,1.033333333,5.466666667,1.6,1.666666667,1.933333333,1.766666667,1.366666667,1.166666667,1.1,2.533333333,1.6,1.333333333,1.233333333,1.266666667,1.233333333,1.233333333,1.133333333,4.766666667,1.433333333,1.133333333
等级,2.933333333,2.366666667,2.4,1.8,1.333333333,1.766666667,3.533333333,1.333333333,4.7,1.666666667,1.2,1.2,1.1,1.1,1.4,1.866666667,1.3,1.266666667,1.3,1.1,1,1.033333333,1,1.266666667,1.1,1.1,2.2,1.2,1.3,1.433333333,1.866666667,1.133333333,1.233333333,2.066666667,1.133333333,3.133333333,2.766666667,3.866666667,3.766666667,4.2,2.1,2.433333333,2.333333333,2.433333333,2.066666667,1.666666667,1.766666667,1.566666667,1.133333333,1.533333333,2.333333333,2.033333333,2.266666667,1.766666667
敌对,3.133333333,1.4,3.133333333,2.1,1.633333333,2.1,2.3,1.766666667,2.4,0,1.933333333,1.466666667,1.233333333,1.366666667,1.9,1.366666667,1.7,2.4,2.533333333,3.2,1.666666667,1,1.1,2.166666667,1.433333333,1.466666667,0,1.133333333,1.2,1.566666667,1.1,1.5,2.566666667,1.666666667,1.2,1.766666667,3.533333333,0,5.366666667,5,3.833333333,1.833333333,3.366666667,1.333333333,1.233333333,3.3,5.2,4.7,4.633333333,2.933333333,4.033333333,1.466666667,4.2,4.4
